5059,0
2669,1
2515,2
2412,3
2397,4
2291,5
2243,6
2190,7
2151,8
2138,9
2030,10
2030,11
1981,12
1935,13
1918,14
1924,15
1807,16
1760,17
1794,18
1769,19
1738,20
1719,21
1648,22
1643,23
1557,24
1591,25
1512,26
1538,27
1466,28
1492,29
1431,30
1401,31
1400,32
1416,33
1376,34
1431,35
1381,36
1383,37
1356,38
1357,39
1299,40
1315,41
1288,42
1281,43
1289,44
1208,45
1216,46
1199,47
1215,48
1259,49
1273,50
1266,51
1229,52
1264,53
1291,54
1280,55
1259,56
1263,57
1228,58
1205,59
1208,60
1152,61
1138,62
1122,63
1125,64
1106,65
1105,66
1099,67
1047,68
1069,69
1086,70
1085,71
1055,72
1039,73
1070,74
989,75
986,76
1025,77
1008,78
1002,79
1045,80
1062,81
1065,82
1055,83
1024,84
1016,85
1019,86
1062,87
973,88
1017,89
1008,90
970,91
977,92
1002,93
992,94
978,95
934,96
915,97
910,98
927,99
893,100
916,101
896,102
908,103
868,104
858,105
853,106
831,107
795,108
843,109
823,110
811,111
817,112
823,113
837,114
849,115
798,116
878,117
749,118
752,119
749,120
720,121
736,122
763,123
776,124
755,125
759,126
776,127
765,128
743,129
742,130
714,131
722,132
720,133
743,134
721,135
717,136
728,137
734,138
754,139
752,140
786,141
772,142
816,143
768,144
727,145
739,146
729,147
763,148
757,149
685,150
712,151
672,152
686,153
690,154
660,155
622,156
632,157
624,158
629,159
625,160
596,161
622,162
597,163
621,164
604,165
640,166
637,167
642,168
665,169
686,170
681,171
693,172
653,173
697,174
685,175
675,176
684,177
660,178
686,179
672,180
656,181
652,182
661,183
672,184
673,185
639,186
631,187
647,188
637,189
655,190
622,191
618,192
619,193
622,194
595,195
605,196
588,197
604,198
603,199
634,200
631,201
602,202
590,203
588,204
585,205
580,206
557,207
564,208
547,209
562,210
565,211
572,212
561,213
567,214
539,215
547,216
532,217
540,218
535,219
537,220
526,221
527,222
528,223
537,224
533,225
548,226
545,227
529,228
527,229
541,230
522,231
534,232
533,233
525,234
521,235
519,236
540,237
525,238
531,239
536,240
540,241
551,242
545,243
571,244
568,245
581,246
549,247
548,248
532,249
555,250
537,251
557,252
536,253
553,254
548,255
555,256
550,257
531,258
520,259
501,260
499,261
491,262
484,263
497,264
477,265
498,266
518,267
521,268
507,269
517,270
504,271
480,272
488,273
480,274
488,275
493,276
489,277
501,278
490,279
504,280
517,281
538,282
541,283
538,284
532,285
550,286
549,287
573,288
539,289
555,290
550,291
554,292
557,293
550,294
542,295
537,296
519,297
502,298
494,299
501,300
474,301
470,302
466,303
462,304
457,305
448,306
449,307
448,308
457,309
464,310
457,311
454,312
473,313
462,314
474,315
493,316
492,317
476,318
486,319
469,320
485,321
464,322
467,323
436,324
420,325
416,326
414,327
410,328
418,329
418,330
420,331
405,332
394,333
401,334
405,335
418,336
410,337
425,338
413,339
411,340
418,341
422,342
440,343
428,344
423,345
435,346
435,347
463,348
458,349
472,350
463,351
465,352
477,353
455,354
462,355
451,356
457,357
455,358
461,359
445,360
447,361
434,362
439,363
430,364
431,365
435,366
434,367
447,368
431,369
440,370
434,371
431,372
437,373
433,374
426,375
435,376
431,377
429,378
437,379
437,380
427,381
424,382
430,383
439,384
430,385
428,386
418,387
423,388
412,389
407,390
413,391
397,392
393,393
395,394
396,395
401,396
397,397
407,398
412,399
429,400
420,401
427,402
417,403
429,404
426,405
427,406
431,407
439,408
429,409
434,410
422,411
424,412
428,413
416,414
430,415
423,416
452,417
418,418
429,419
418,420
418,421
415,422
411,423
425,424
420,425
430,426
429,427
437,428
436,429
442,430
454,431
469,432
440,433
453,434
453,435
465,436
468,437
490,438
478,439
479,440
476,441
481,442
466,443
483,444
478,445
485,446
507,447
490,448
490,449
487,450
483,451
499,452
493,453
485,454
501,455
471,456
481,457
495,458
504,459
501,460
508,461
504,462
530,463
510,464
531,465
540,466
538,467
511,468
541,469
530,470
545,471
537,472
563,473
525,474
541,475
511,476
527,477
517,478
536,479
525,480
528,481
501,482
514,483
515,484
516,485
519,486
521,487
529,488
547,489
554,490
541,491
566,492
576,493
565,494
562,495
549,496
535,497
532,498
556,499
569,500
553,501
558,502
554,503
552,504
596,505
569,506
577,507
569,508
576,509
561,510
545,511
554,512
554,513
557,514
588,515
540,516
553,517
536,518
557,519
544,520
547,521
577,522
581,523
574,524
583,525
588,526
579,527
601,528
591,529
582,530
600,531
579,532
564,533
568,534
573,535
565,536
570,537
563,538
573,539
580,540
590,541
586,542
590,543
554,544
566,545
580,546
580,547
566,548
547,549
567,550
564,551
567,552
557,553
583,554
585,555
589,556
548,557
535,558
543,559
535,560
545,561
518,562
548,563
549,564
557,565
536,566
534,567
540,568
523,569
531,570
531,571
511,572
515,573
513,574
539,575
538,576
557,577
550,578
553,579
551,580
560,581
553,582
574,583
573,584
587,585
598,586
607,587
606,588
624,589
615,590
635,591
628,592
618,593
627,594
614,595
620,596
604,597
608,598
612,599
584,600
576,601
574,602
562,603
563,604
569,605
566,606
587,607
572,608
588,609
588,610
566,611
574,612
555,613
568,614
553,615
573,616
559,617
571,618
560,619
567,620
542,621
578,622
541,623
547,624
537,625
562,626
570,627
578,628
557,629
562,630
558,631
554,632
553,633
564,634
575,635
588,636
588,637
564,638
573,639
587,640
587,641
591,642
595,643
593,644
565,645
593,646
590,647
580,648
595,649
587,650
583,651
580,652
596,653
594,654
615,655
610,656
594,657
592,658
610,659
581,660
575,661
589,662
600,663
568,664
564,665
567,666
558,667
565,668
550,669
532,670
517,671
520,672
517,673
511,674
504,675
485,676
474,677
460,678
464,679
465,680
459,681
459,682
452,683
448,684
460,685
477,686
457,687
439,688
458,689
449,690
453,691
458,692
441,693
436,694
431,695
445,696
435,697
436,698
450,699
445,700
441,701
441,702
455,703
441,704
451,705
440,706
451,707
482,708
435,709
442,710
434,711
433,712
439,713
430,714
440,715
421,716
423,717
402,718
402,719
401,720
410,721
399,722
412,723
408,724
425,725
423,726
432,727
428,728
420,729
423,730
423,731
419,732
425,733
439,734
412,735
412,736
397,737
396,738
391,739
396,740
395,741
391,742
398,743
403,744
403,745
414,746
423,747
436,748
445,749
440,750
450,751
455,752
446,753
449,754
438,755
446,756
441,757
433,758
423,759
413,760
425,761
410,762
420,763
413,764
413,765
416,766
416,767
433,768
414,769
420,770
410,771
422,772
413,773
422,774
417,775
420,776
430,777
413,778
413,779
405,780
406,781
399,782
402,783
390,784
396,785
414,786
415,787
399,788
401,789
397,790
396,791
404,792
398,793
391,794
398,795
385,796
385,797
384,798
382,799
385,800
400,801
391,802
406,803
392,804
429,805
392,806
414,807
413,808
427,809
414,810
424,811
432,812
418,813
425,814
424,815
438,816
426,817
432,818
430,819
433,820
416,821
405,822
405,823
406,824
401,825
396,826
374,827
379,828
385,829
393,830
392,831
403,832
397,833
393,834
386,835
369,836
358,837
356,838
354,839
356,840
363,841
363,842
371,843
357,844
357,845
368,846
362,847
384,848
371,849
387,850
376,851
391,852
391,853
414,854
383,855
404,856
392,857
384,858
393,859
396,860
386,861
383,862
390,863
389,864
407,865
403,866
420,867
421,868
437,869
433,870
447,871
433,872
431,873
432,874
419,875
412,876
412,877
406,878
400,879
405,880
407,881
423,882
408,883
421,884
416,885
404,886
374,887
374,888
375,889
370,890
374,891
383,892
394,893
407,894
412,895
414,896
414,897
424,898
412,899
423,900
416,901
421,902
434,903
429,904
444,905
417,906
434,907
405,908
395,909
402,910
404,911
387,912
410,913
402,914
413,915
413,916
415,917
402,918
427,919
410,920
412,921
412,922
409,923
425,924
410,925
418,926
418,927
432,928
418,929
427,930
412,931
429,932
424,933
410,934
414,935
404,936
392,937
399,938
402,939
390,940
401,941
403,942
403,943
407,944
384,945
390,946
373,947
380,948
385,949
397,950
388,951
411,952
401,953
425,954
424,955
407,956
418,957
423,958
420,959
410,960
427,961
414,962
426,963
416,964
425,965
436,966
446,967
456,968
427,969
433,970
443,971
441,972
424,973
416,974
420,975
428,976
428,977
428,978
419,979
405,980
409,981
401,982
415,983
426,984
411,985
401,986
401,987
397,988
409,989
413,990
421,991
421,992
423,993
420,994
436,995
429,996
440,997
435,998
443,999
441,1000
455,1001
446,1002
460,1003
445,1004
436,1005
445,1006
447,1007
462,1008
454,1009
460,1010
445,1011
456,1012
463,1013
491,1014
473,1015
470,1016
488,1017
498,1018
499,1019
494,1020
501,1021
508,1022
509,1023
524,1024
498,1025
517,1026
510,1027
462,1028
468,1029
441,1030
438,1031
441,1032
433,1033
420,1034
416,1035
411,1036
399,1037
412,1038
400,1039
406,1040
405,1041
410,1042
408,1043
426,1044
419,1045
422,1046
433,1047
431,1048
417,1049
404,1050
403,1051
413,1052
415,1053
426,1054
419,1055
422,1056
